 |  | Despesas Pré-operacionais
 |  |  | Cruzeiro da Fortaleza | 421431.0014629685 | 288993.16671104636 | 0 | 5299.745158207056 | 0 | 0 | 0 | 0 | 0 | 0 | 9176.525793705045 | 50152.72287658686 | 0 | 0 | 4239.796126565645 | 0 | 0 | 0 | 0 | 0 | 9176.525793705045 | 50152.72287658686 | 0 | 0 | 4239.796126565645 | 0 | 0 | 0 | 0 | 0 | 0
 |  |  | Guimarânia | 1124487.718275512 | 771109.0676860765 | 0 | 14141.100962449273 | 0 | 0 | 0 | 0 | 0 | 0 | 24485.361816379085 | 133820.53222715462 | 0 | 0 | 11312.880769959416 | 0 | 0 | 0 | 0 | 0 | 24485.361816379085 | 133820.53222715462 | 0 | 0 | 11312.880769959416 | 0 | 0 | 0 | 0 | 0 | 0
 |  |  | Lagoa Formosa | 1571632.9658218103 | 1078504.7881406872 | 0 | 3330.0772499547656 | 0 | 0 | 0 | 0 | 0 | 0 | 5766.03947303354 | 236468.94894258695 | 0 | 0 | 2664.0617999638125 | 0 | 0 | 0 | 0 | 0 | 5766.03947303354 | 236468.94894258695 | 0 | 0 | 2664.0617999638125 | 0 | 0 | 0 | 0 | 0 | 0
 |  |  | Patos de Minas | 17397702.064159464 | 11938859.381859312 | 0 | 36863.37275004523 | 0 | 0 | 0 | 0 | 0 | 0 | 63829.04852696646 | 2617669.9080480505 | 0 | 0 | 29490.69820003618 | 0 | 0 | 0 | 0 | 0 | 63829.04852696646 | 2617669.9080480505 | 0 | 0 | 29490.69820003618 | 0 | 0 | 0 | 0 | 0 | 0
 |  |  | Presidente Olegário | 3137876.6177786323 | 2151540.69 | 0 | 40193.45 | 0 | 0 | 0 | 0 | 0 | 0 | 69595.088 | 371321.3908893165 | 0 | 0 | 32154.759999999995 | 0 | 0 | 0 | 0 | 0 | 69595.088 | 371321.3908893165 | 0 | 0 | 32154.759999999995 | 0 | 0 | 0 | 0 | 0 | 0
 |  |  | Rio Paranaíba | 1812310.8766755853 | 1238765.4330272365 | 0 | 35315.69582950632 | 0 | 0 | 0 | 0 | 0 | 0 | 61149.240959303715 | 179713.0762865124 | 0 | 0 | 28252.556663605057 | 0 | 0 | 0 | 0 | 0 | 61149.240959303715 | 179713.0762865124 | 0 | 0 | 28252.556663605057 | 0 | 0 | 0 | 0 | 0 | 0
 |  |  | Serra do Salitre | 1650228.5251004132 | 1131631.905602877 | 0 | 20752.603879343664 | 0 | 0 | 0 | 0 | 0 | 0 | 35933.200389915866 | 196386.7243157055 | 0 | 0 | 16602.083103474928 | 0 | 0 | 0 | 0 | 0 | 35933.200389915866 | 196386.7243157055 | 0 | 0 | 16602.083103474928 | 0 | 0 | 0 | 0 | 0 | 0
 |  | Triagem e Tratamento |  | 12127398.24 | 5540379.915 | 5404933.485 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 455595.99 | 135446.43 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 455595.99 | 135446.43 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 |  |  | Arapuá | 82795.85058582915 | 37825.13434069176 | 36900.41807767045 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3110.432820712162 | 924.7162630213062 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3110.432820712162 | 924.7162630213062 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 |  |  | Coromandel | 1048579.8013307056 | 479041.7825486805 | 467330.58218652 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 39392.51793559193 | 11711.200362160556 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 39392.51793559193 | 11711.200362160556 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
